ID;questionId;objectType;questionText;questionHint;detailedHint;answerCount;answerOptions;navigationRules;performanceContext;displayOrder;isActive;tenant
7f420b73-34f6-4f16-99c0-efc17d1c4054;R-Q15;Reports;What are the data volume and performance requirements?;Volume determines reporting technology and infrastructure requirements.;Low volume <10K records, Medium 10K-1M records, High >1M records.;3;"[""Low (<10K)"", ""Medium (10K-1M)"", ""High (>1M)""]";"{""Low (<10K)"": {""nextQuestion"": ""R-Q16""}, ""Medium (10K-1M)"": {""nextQuestion"": ""R-Q16""}, ""High (>1M)"": {""nextQuestion"": ""R-Q17""}}";"{""volumeThresholds"": {""low"": 10000, ""medium"": 1000000, ""high"": ""above""}}";15;True;
06fa2522-5902-4808-80cd-85d73821b24a;R-Q16;Reports;Are there regulatory or compliance requirements?;Regulatory requirements may need audit controls or compliance frameworks.;Regulatory requirements range from standard SAP authentication to industry-specific compliance.;2;"[""Yes - Strict"", ""No""]";"{""Yes - Strict"": {""nextQuestion"": ""R-Q18""}, ""No"": {""nextQuestion"": ""R-Q8""}}";;16;True;
65b072ea-caa7-48dc-a444-e4d90fa6e4b9;R-Q17;Reports;Is real-time or near real-time processing required?;Real-time requirements may need specialized data processing capabilities.;Real-time <5 sec, Near real-time <30 sec, or Batch OK.;3;"[""Real-time (<5 sec)"", ""Near Real-time (<30 sec)"", ""Batch OK""]";"{""Real-time (<5 sec)"": {""finalAnswer"": ""Custom optimized reporting solution - Level C""}, ""Near Real-time (<30 sec)"": {""nextQuestion"": ""R-Q8""}, ""Batch OK"": {""nextQuestion"": ""R-Q8""}}";;17;True;
07a2927f-7341-4377-8db4-010a70188e24;R-Q18;Reports;Are there budget and licensing constraints?;Budget affects technology choices between SAC, BTP, or standard embedded analytics.;SAC Licensed, BTP Available, or Standard Only.;3;"[""SAC Licensed"", ""BTP Available"", ""Standard Only""]";"{""SAC Licensed"": {""finalAnswer"": ""SAP Analytics Cloud reporting - Level A""}, ""BTP Available"": {""finalAnswer"": ""BTP-based analytics solution - Level B""}, ""Standard Only"": {""finalAnswer"": ""Standard embedded analytics - Level A""}}";;18;True;
b6e7d3b5-8c52-43bc-bd36-3e4937dc8baa;R-Q19;Reports;Are there cross-system integration requirements?;Cross-system reporting needs integration capabilities beyond standard S4HANA.;Yes - Multiple systems, or Single system reporting.;2;"[""Yes - Multiple"", ""Single System""]";"{""Yes - Multiple"": {""finalAnswer"": ""BTP integration suite with reporting - Level B""}, ""Single System"": {""nextQuestion"": ""R-Q8""}}";;19;True;
0d9ec87a-386b-4509-aa29-2ac9d070797c;I-Q1;Interfaces;Interface Direction to S4HANA;Determine data flow direction to understand integration architecture and security requirements.;"Outbound requires data extraction patterns; inbound requires validation and processing patterns.";2;"[""Outbound from S4HANA"", ""Inbound to S4HANA""]";"{""Outbound from S4HANA"": {""nextQuestion"": ""I-Q2""}, ""Inbound to S4HANA"": {""nextQuestion"": ""I-Q2""}}";;1;True;
2411fa8b-0316-4b38-8565-321435da74f8;I-Q2;Interfaces;Any restriction from 3rd Party system that Forces to select Level C/D?;Check if external system limitations (file-only, legacy protocols) force suboptimal patterns.;Third-party limitations include file-only interfaces, legacy mainframe protocols, custom proprietary formats.;2;"[""Yes"", ""No""]";"{""Yes"": {""nextQuestion"": ""I-Q11""}, ""No"": {""nextQuestion"": ""I-Q3""}}";;2;True;
e064d5e9-febe-4b79-aa27-683c9714b459;I-Q3;Interfaces;Is the Requirement Real-time or Batch communication?;"Real-time requires event-driven or API patterns; batch allows file-based or scheduled processing.";Real-time integration (<5 seconds) enables Enterprise Event Enablement & REST APIs. Batch allows IDOC/file.;2;"[""Real-time"", ""Batch""]";"{""Real-time"": {""nextQuestion"": ""I-Q4""}, ""Batch"": {""nextQuestion"": ""I-Q15""}}";;3;True;
790433f8-5edf-496e-9d83-07fb75b4bf30;I-Q4;Interfaces;Are there technical limitations preventing Level A approach?;Sub-100ms response, legacy protocols, network constraints may prevent Level A.;Performance gaps in trading systems, legacy protocol integration, bandwidth limitations.;2;"[""Yes"", ""No""]";"{""Yes"": {""nextQuestion"": ""I-Q9""}, ""No"": {""nextQuestion"": ""I-Q5""}}";;4;True;
7164780b-6bd8-47ee-b82b-3eaa677ff3e4;I-Q5;Interfaces;Is business event available or can it be defined?;Business events enable Level A event-driven integration.;"Business events enable Level A event-driven integration; absence requires API or custom approaches.";2;"[""Yes"", ""No""]";"{""Yes"": {""finalAnswer"": ""Event-Driven Integration - Level A""}, ""No"": {""nextQuestion"": ""I-Q6""}}";;5;True;
f95a3f17-b96d-4a23-8be6-d77d2406beb5;I-Q6;Interfaces;Are there critical functional gaps not covered by standard SAP?;Industry-specific needs may lack standard coverage.;Pharma, banking, manufacturing may have industry-specific integration needs.;2;"[""Yes"", ""No""]";"{""Yes"": {""nextQuestion"": ""I-Q7""}, ""No"": {""nextQuestion"": ""I-Q8""}}";;6;True;
c74b999e-b209-4e4d-a5e1-2b6f84ffe345;I-Q7;Interfaces;Is there a released API/CDS that covers the requirement?;Check SAP API Hub and View Browser for released APIs.;Use SAP API Business Hub to find released APIs. Check View Browser for CDS views.;2;"[""Yes"", ""No""]";"{""Yes"": {""finalAnswer"": ""Standard API / Create RAP service - Level A""}, ""No"": {""nextQuestion"": ""I-Q8""}}";;7;True;
f08c07d3-aefd-4a98-b0a6-4e25c8963b55;I-Q8;Interfaces;Is In-App Developer Extensibility (RAP) feasible?;RAP (RESTful Application Programming) model provides modern ABAP development.;RAP enables custom business objects with OData exposure in a clean core compliant way.;2;"[""Yes"", ""No""]";"{""Yes"": {""finalAnswer"": ""RAP BO + OData Service - Level A""}, ""No"": {""nextQuestion"": ""I-Q9""}}";;8;True;
aa7ac0ca-1f82-4b20-ab25-418b9f18c7ef;I-Q9;Interfaces;Is Side-by-Side implementation on BTP feasible?;Side-by-side extensions on BTP maintain clean core while providing flexibility.;BTP side-by-side keeps core clean while enabling complex logic via CAP or Node.js.;2;"[""Yes"", ""No""]";"{""Yes"": {""finalAnswer"": ""CAP/Node.js Microservice + API Mgmt - Level B""}, ""No"": {""nextQuestion"": ""I-Q10""}}";;9;True;
7abb3f03-a029-4d0d-a907-5c27c3b8cddf;I-Q10;Interfaces;Does standard IDOC fit the use case and volume requirements?;IDOCs acceptable for EDI, batch processing, but no longer preferred for new builds.;Standard IDOCs remain valid for established EDI patterns but consider API alternatives.;2;"[""Yes"", ""No""]";"{""Yes"": {""finalAnswer"": ""Standard/Enhanced IDOC via CPI - Level B""}, ""No"": {""nextQuestion"": ""I-Q11""}}";;10;True;
f69dd409-74cf-4c46-b25d-67842e7624b2;I-Q11;Interfaces;Are there legacy dependencies or integration constraints?;Custom ABAP dependencies, partner EDI requirements, legacy UI needs force Level C/D.;Legacy dependencies include existing custom ABAP, partner EDI formats, user interface requirements.;2;"[""Yes"", ""No""]";"{""Yes"": {""nextQuestion"": ""I-Q12""}, ""No"": {""nextQuestion"": ""I-Q12""}}";;11;True;
2bb81e3f-01e3-4bd1-ad75-2ac0ff9353c2;I-Q12;Interfaces;Is custom ABAP/file integration with remediation plan acceptable?;Last resort with governance approval, remediation timeline, and monitoring.;Custom development should be temporary with defined migration path to higher clean core levels.;2;"[""Yes"", ""No""]";"{""Yes"": {""finalAnswer"": ""Custom ABAP/File Integration - Level C""}, ""No"": {""nextQuestion"": ""I-Q13""}}";;12;True;
cb6cad9f-da80-4fdb-9b6b-2a8fbef4caec;I-Q13;Interfaces;Is temporary Level D solution unavoidable?;Level D requires executive sponsor, documented business case, committed timeline.;Executive approval required for business-critical deviations with no alternatives.;2;"[""Yes"", ""No""]";"{""Yes"": {""finalAnswer"": ""Legacy Exception Path - Level D""}, ""No"": {""nextQuestion"": ""I-Q14""}}";;13;True;
6892c7ad-2332-404e-8722-a66f04b063e2;I-Q14;Interfaces;Can requirements be split or redesigned for clean core compliance?;Business process redesign often enables clean core compliance.;Consider process redesign, requirements split, or phased implementation.;2;"[""Yes"", ""No""]";"{""Yes"": {""nextQuestion"": ""I-Q4""}, ""No"": {""finalAnswer"": ""Legacy Exception Path - Level D""}}";;14;True;
05a8575a-b1fb-4300-aae5-6074dd032044;I-Q15;Interfaces;Does volume/frequency exceed Level A thresholds?;Volume/frequency thresholds determine if standard APIs can handle the load.;Volume thresholds: >300K records or >35MB payload exceed Level A performance.;2;"[""Yes (>300K or >35MB)"", ""No (<300K or <35MB)""]";"{""Yes (>300K or >35MB)"": {""nextQuestion"": ""I-Q11""}, ""No (<300K or <35MB)"": {""finalAnswer"": ""Standard API / Create RAP service - Level A""}}";"{""volumeThreshold"": ""300000 records"", ""sizeThreshold"": ""35MB""}";15;True;
37e329e8-9efe-4d68-95ce-68b9d9e04e6c;I-Q16;Interfaces;What is the S/4HANA deployment type?;Deployment type significantly impacts available integration options.;Cloud Public restricts to standard APIs. Private/On-Premise provide full options.;3;"[""Cloud Public"", ""Private Cloud"", ""On-Premise""]";"{""Cloud Public"": {""nextQuestion"": ""I-Q17""}, ""Private Cloud"": {""nextQuestion"": ""I-Q17""}, ""On-Premise"": {""nextQuestion"": ""I-Q17""}}";;16;True;
63b38355-3134-4463-983e-2cfafe5c191f;I-Q17;Interfaces;What are the security and compliance requirements?;Security requirements may necessitate enhanced authentication or compliance frameworks.;Standard SAP authentication vs enhanced security vs custom compliance solutions.;3;"[""Standard Security"", ""Enhanced Security"", ""Custom Compliance""]";"{""Standard Security"": {""nextQuestion"": ""I-Q18""}, ""Enhanced Security"": {""nextQuestion"": ""I-Q18""}, ""Custom Compliance"": {""nextQuestion"": ""I-Q18""}}";;17;True;
f7d8efb5-e67f-490a-9439-319a1145ef94;I-Q18;Interfaces;What are the skills and resource constraints?;Available skills determine feasible development approaches and support.;ABAP skills vs Key user skills vs External support required.;3;"[""ABAP Available"", ""Key User Only"", ""External Support""]";"{""ABAP Available"": {""nextQuestion"": ""I-Q19""}, ""Key User Only"": {""nextQuestion"": ""I-Q19""}, ""External Support"": {""nextQuestion"": ""I-Q19""}}";;18;True;
a6b8754a-d3c3-4248-ba56-7957d3dbfbfa;I-Q19;Interfaces;Are there budget and licensing constraints?;Budget constraints affect technology choices and integration approaches.;Standard integration, Enhanced tools, or Custom solutions within budget.;3;"[""BTP Licensed"", ""Enhanced Tools"", ""Budget Constrained""]";"{""BTP Licensed"": {""nextQuestion"": ""I-Q20""}, ""Enhanced Tools"": {""nextQuestion"": ""I-Q20""}, ""Budget Constrained"": {""nextQuestion"": ""I-Q20""}}";;19;True;
220acaa3-48f8-4077-890e-2fbecdc6c3b3;I-Q20;Interfaces;What are the performance and SLA requirements?;Performance requirements drive architecture decisions.;SLA <1 sec may require custom optimization. Standard SLA use API Management.;3;"[""Standard SLA"", ""Enhanced Performance"", ""Critical SLA""]";"{""Standard SLA"": {""nextQuestion"": ""I-Q21""}, ""Enhanced Performance"": {""nextQuestion"": ""I-Q21""}, ""Critical SLA"": {""nextQuestion"": ""I-Q21""}}";;20;True;
ac69be88-996f-41b9-802e-77b8ec804750;I-Q21;Interfaces;Are there partner integration format requirements?;Partner format requirements may force specific integration patterns.;Standard formats vs Partner-specific adapters vs Custom protocols.;3;"[""Standard Formats"", ""Partner Adapters"", ""Custom Protocols""]";"{""Standard Formats"": {""nextQuestion"": ""I-Q22""}, ""Partner Adapters"": {""nextQuestion"": ""I-Q22""}, ""Custom Protocols"": {""nextQuestion"": ""I-Q22""}}";;21;True;
d56001a7-500b-4311-9b7e-4ed180e2c5af;I-Q22;Interfaces;What are the maintenance and governance requirements?;Governance requirements determine monitoring and approval processes.;Standard governance vs Enhanced governance vs Complex custom monitoring.;3;"[""Standard Governance"", ""Enhanced Governance"", ""Complex Governance""]";"{""Standard Governance"": {""finalAnswer"": ""Standard integration approach - Level A""}, ""Enhanced Governance"": {""finalAnswer"": ""Enhanced integration with governance - Level B""}, ""Complex Governance"": {""finalAnswer"": ""Custom integration with strict governance - Level C""}}";;22;True;
d07ff526-2b32-4324-bbc9-6b3da5b7dde6;W-Q1;Workflow;Workflow Enhancement Required?;Check if standard workflows meet business needs.;Check Workflow Center and Flexible Workflow. If custom logic or new types needed, enhancement required.;2;"[""Yes"", ""No""]";"{""Yes"": {""nextQuestion"": ""W-Q2""}, ""No"": {""finalAnswer"": ""Use Standard Workflow - Level A""}}";;1;True;
03894215-ab0e-46a0-8d7b-ceae64818361;W-Q2;Workflow;What type of workflow is required?;Classify workflow type: Standard, Custom, or Advanced.;"Standard approvals use flexible workflow; advanced needs BTP; orchestration needs custom development.";3;"[""Standard Approval"", ""Custom Approval"", ""Advanced Orchestration""]";"{""Standard Approval"": {""nextQuestion"": ""W-Q3""}, ""Custom Approval"": {""nextQuestion"": ""W-Q4""}, ""Advanced Orchestration"": {""nextQuestion"": ""W-Q5""}}";;2;True;
b02b7b57-358f-47f6-b125-0ef0126ef70d;W-Q3;Workflow;What are the volume and performance requirements?;Volume determines technology: <10K flexible workflow, >100K custom solutions.;"<10K workflows/day with Flexible Workflow; >100K/day needs custom performance solutions.";3;"[""Low (<10K)"", ""Medium (10K-100K)"", ""High (>100K)""]";"{""Low (<10K)"": {""nextQuestion"": ""W-Q6""}, ""Medium (10K-100K)"": {""nextQuestion"": ""W-Q6""}, ""High (>100K)"": {""nextQuestion"": ""W-Q14""}}";"{""thresholds"": {""low"": 10000, ""medium"": 100000}}";3;True;
eaab918d-6f29-441f-90f9-20302b24ebbe;W-Q4;Workflow;Does the workflow span multiple systems?;Cross-system workflows need BTP Process Automation.;Cross-system needs BTP Process Automation/Integration Suite.;2;"[""Single System"", ""Multi-System""]";"{""Single System"": {""nextQuestion"": ""W-Q6""}, ""Multi-System"": {""nextQuestion"": ""W-Q8""}}";;4;True;
27d5b61f-0910-4310-b9ef-83cc09be7df5;W-Q5;Workflow;Is there complex business logic or approval matrix requirements?;Complex matrices exceed flexible workflow capabilities.;Complex matrices use BTP Business Rules or BRFplus.;2;"[""Simple/Moderate"", ""Highly Complex""]";"{""Simple/Moderate"": {""nextQuestion"": ""W-Q7""}, ""Highly Complex"": {""nextQuestion"": ""W-Q14""}}";;5;True;
108c95e3-d91d-44e3-8cad-43ca6cd0da92;W-Q6;Workflow;Are there real-time processing or SLA requirements?;Critical SLA requirements may need enhanced solutions.;Standard <24 hours, Urgent <4 hours, Critical <1 hour.;3;"[""Standard"", ""Urgent"", ""Critical""]";"{""Standard"": {""nextQuestion"": ""W-Q9""}, ""Urgent"": {""nextQuestion"": ""W-Q9""}, ""Critical"": {""finalAnswer"": ""Custom Real-time Processing - Level C""}}";;6;True;
0ecf688b-6bb4-4b9d-ac44-bc3cd17ca9b9;W-Q7;Workflow;Is BTP Process Automation available and licensed?;BTP Process Automation enables advanced workflow capabilities.;BTP enables Process Automation, Business Rules, and Mobile Workflow Apps.;2;"[""Yes"", ""No""]";"{""Yes"": {""nextQuestion"": ""W-Q15""}, ""No"": {""nextQuestion"": ""W-Q9""}}";;7;True;
279fbb57-e4ac-4a3f-9c33-2ffc1f6f707d;W-Q8;Workflow;Can BTP Process Automation orchestrate the multi-system workflow?;BTP Process Automation supports cross-system orchestration.;Use SAP Build Process Automation for multi-system orchestration.;2;"[""Yes"", ""No""]";"{""Yes"": {""finalAnswer"": ""BTP Process Automation - Level B""}, ""No"": {""nextQuestion"": ""W-Q9""}}";;8;True;
3a51479c-7476-404e-8642-bd75cdfc69c8;W-Q9;Workflow;Is standard flexible workflow available for the business scenario?;Standard flexible workflows cover common approval scenarios.;Check Flexible Workflow Catalog and Standard Workflow Templates.;2;"[""Yes"", ""No""]";"{""Yes"": {""nextQuestion"": ""W-Q10""}, ""No"": {""nextQuestion"": ""W-Q11""}}";;9;True;
60371727-8621-4b34-b22a-553e02957e80;W-Q10;Workflow;Are there regulatory or compliance requirements?;Regulatory requirements need audit controls and compliance.;Basic, Industry, or Strict Compliance.;3;"[""Basic"", ""Industry"", ""Strict""]";"{""Basic"": {""finalAnswer"": ""Flexible Workflow - Level A""}, ""Industry"": {""nextQuestion"": ""W-Q16""}, ""Strict"": {""nextQuestion"": ""W-Q16""}}";;10;True;
a0334a78-32b6-4289-a405-ff427e129964;W-Q11;Workflow;Does the workflow require complex data transformation?;Complex transformations may need custom ABAP services.;Simple vs Complex vs Custom transformations.;3;"[""Simple"", ""Complex"", ""Custom Programs""]";"{""Simple"": {""nextQuestion"": ""W-Q12""}, ""Complex"": {""nextQuestion"": ""W-Q12""}, ""Custom Programs"": {""finalAnswer"": ""Custom Workflow Development - Level C""}}";;11;True;
8ee90e4a-fb4a-4c37-9bb5-bc7a11bdd1ab;W-Q12;Workflow;Are there mobile or offline access requirements?;Mobile/offline requirements may need custom apps.;Desktop Only vs Mobile Required vs Offline Sync.;3;"[""Desktop"", ""Mobile"", ""Offline""]";"{""Desktop"": {""nextQuestion"": ""W-Q13""}, ""Mobile"": {""finalAnswer"": ""BTP Mobile Workflow - Level B""}, ""Offline"": {""finalAnswer"": ""Custom Mobile Workflow - Level C""}}";;12;True;
450ac485-4eca-4831-982c-ad3aeb8920eb;W-Q13;Workflow;What are the integration architecture requirements?;Integration affects workflow technology choice.;Released APIs vs Classic APIs vs Custom Integration.;3;"[""Released APIs"", ""Classic APIs"", ""Custom Integration""]";"{""Released APIs"": {""finalAnswer"": ""Flexible Workflow with APIs - Level A""}, ""Classic APIs"": {""nextQuestion"": ""W-Q14""}, ""Custom Integration"": {""nextQuestion"": ""W-Q14""}}";;13;True;
a033f109-358b-4941-ae02-96356fc6a7b4;W-Q14;Workflow;Can requirements be simplified to fit standard patterns?;Consider business process re-engineering.;Evaluate if requirements can be adjusted to use standard workflow.;2;"[""Yes"", ""No""]";"{""Yes"": {""nextQuestion"": ""W-Q9""}, ""No"": {""finalAnswer"": ""Custom Workflow Development - Level D""}}";;14;True;
9869722b-3333-4e1f-91e2-78366ed113b2;W-Q15;Workflow;What are the skills and resource constraints?;Available skills determine feasible approaches.;BTP Skills vs ABAP Dev vs External Support.;3;"[""BTP Skills"", ""ABAP Dev"", ""External""]";"{""BTP Skills"": {""finalAnswer"": ""BTP Process Automation - Level A""}, ""ABAP Dev"": {""nextQuestion"": ""W-Q17""}, ""External"": {""finalAnswer"": ""External Consulting - Level B""}}";;15;True;
19b18e57-a1a0-436b-88b7-650953fa5bc3;W-Q16;Workflow;Does the workflow require external system integration?;External integration complexity affects architecture.;No vs Simple vs Complex External Integration.;3;"[""None"", ""Simple"", ""Complex""]";"{""None"": {""nextQuestion"": ""W-Q10""}, ""Simple"": {""finalAnswer"": ""BTP with Connectors - Level B""}, ""Complex"": {""nextQuestion"": ""W-Q18""}}";;16;True;
7a0d11d2-5be5-4c1b-a40c-b3e729456cc2;W-Q17;Workflow;Are there security and authorization complexity requirements?;Security determines authorization frameworks.;Standard vs Enhanced vs Custom Authorization.;3;"[""Standard"", ""Enhanced"", ""Custom""]";"{""Standard"": {""finalAnswer"": ""Flexible Workflow - Level A""}, ""Enhanced"": {""finalAnswer"": ""Enhanced Workflow with Security - Level B""}, ""Custom"": {""finalAnswer"": ""Custom Authorization - Level C""}}";;17;True;
9e5f789f-2311-441f-95e9-041081ca128c;W-Q18;Workflow;Is the processing related to complex standard ABAP S/4 code?;Complexity affects whether APIs sufficient.;Released APIs vs Classic APIs vs Internal Objects.;3;"[""Released"", ""Classic"", ""Internal""]";"{""Released"": {""finalAnswer"": ""API-based Workflow - Level B""}, ""Classic"": {""finalAnswer"": ""Custom ABAP Workflow - Level C""}, ""Internal"": {""finalAnswer"": ""Complex Custom Logic - Level D""}}";;18;True;
a4e71b3f-fe07-48b7-b251-9ed8cbce5727;W-Q19;Workflow;Are there legacy system integration requirements?;Legacy integration may require custom bridges.;None vs Legacy Bridge vs Custom Integration.;3;"[""None"", ""Legacy Bridge"", ""Custom""]";"{""None"": {""nextQuestion"": ""W-Q20""}, ""Legacy Bridge"": {""finalAnswer"": ""Middleware Solution - Level C""}, ""Custom"": {""finalAnswer"": ""Custom Legacy Integration - Level D""}}";;19;True;
6fdfa3e7-e4ec-4a75-a005-dae3c5f4d7e4;W-Q20;Workflow;What are the maintenance and support requirements?;Maintenance affects total cost of ownership.;Standard vs Enhanced vs High Maintenance.;3;"[""Standard"", ""Enhanced"", ""High""]";"{""Standard"": {""finalAnswer"": ""Standard Flexible Workflow - Level A""}, ""Enhanced"": {""finalAnswer"": ""Enhanced Workflow with Monitoring - Level B""}, ""High"": {""finalAnswer"": ""Custom Solutions with Support - Level C""}}";;20;True;
ba730716-bc08-49df-abbd-64a564d6951f;W-Q21;Workflow;What is the S/4HANA deployment type?;Deployment significantly impacts available options.;Cloud Public, Cloud Private, On-Premise.;3;"[""Cloud Public"", ""Cloud Private"", ""On-Premise""]";"{""Cloud Public"": {""nextQuestion"": ""W-Q22""}, ""Cloud Private"": {""nextQuestion"": ""W-22""}, ""On-Premise"": {""nextQuestion"": ""W-Q22""}}";;21;True;
60fa4510-cac1-4537-8579-3727be3b0749;W-Q22;Workflow;Final governance approval for workflow approach?;Governance ensures alignment with clean core strategy.;Level A vs Level B vs Level C with governance.;3;"[""Level A"", ""Level B"", ""Level C""]";"{""Level A"": {""finalAnswer"": ""Clean Core Workflow - Level A""}, ""Level B"": {""finalAnswer"": ""Acceptable Workflow - Level B""}, ""Level C"": {""finalAnswer"": ""Governed Workflow - Level C""}}";;22;True;
